transaction_id,account_id,amount,date,merchant_name,merchant_category,mcc,balance_at_txn_time,is_anomaly,monthly_income,suggested_savings_amount,available,days_since_txn,is_income,total_spent_30d,total_income_30d,txn_count_30d,avg_txn_amt_30d,std_txn_amt_30d,net_cash_flow_30d,savings_delta
TXN003759,ACC001,-112.77,2025-02-07,Amazon,Entertainment,7832,28189.7,0,4748.03,949.61,15908.48,143,0,-426.03999999999996,5946.370000000001,7,788.6185714285715,1543.1976879348995,5520.330000000001,27240.09
TXN003781,ACC001,-115.89,2025-02-09,Smith-Christian,Entertainment,7832,28073.81,0,4748.03,949.61,15908.48,141,0,-538.81,5946.370000000001,8,675.945,1463.8351444749508,5407.560000000001,27124.2
TXN000423,ACC001,1991.76,2025-03-04,Freelance,Income,6012,16491.92,0,4748.03,949.61,19187.48,118,1,-374.37,2294.55,4,480.045,1209.7611146420604,1920.1800000000003,15542.309999999998
TXN001842,ACC001,2306.18,2025-03-13,Freelance,Income,6012,22746.24,0,4748.03,949.61,,109,1,0.0,1991.76,1,1991.76,0.0,1991.76,21796.63
TXN004127,ACC001,1630.31,2025-03-19,Investment,Income,6012,32134.48,0,4748.03,949.61,5084.68,103,1,0.0,4297.94,2,2148.97,222.32851414067417,4297.94,31184.87
TXN004842,ACC001,-127.56,2025-04-01,"Rodriguez, Rodriguez and Bell",Bills,4900,38675.97,0,4748.03,949.61,15439.7,90,0,0.0,5928.25,3,1976.0833333333333,338.20760286151653,5928.25,37726.36
TXN000006,ACC001,2757.11,2025-04-14,Employer,Income,6012,12757.11,0,4748.03,949.61,11009.14,77,1,-127.56,1630.31,2,751.375,1243.0017974443963,1502.75,11807.5
TXN004178,ACC001,-35.07,2025-04-21,"Rodriguez, Rodriguez and Bell",Entertainment,7832,32093.99,0,4748.03,949.61,11009.14,70,0,-127.56,2757.11,2,1314.775,2039.7697184853982,2629.55,31144.38
TXN000461,ACC001,-79.43,2025-04-25,Castaneda-Johnson,Transfer,4829,16412.49,0,4748.03,949.61,6415.1,66,0,-162.63,2757.11,3,864.8266666666667,1639.4178113688206,2594.48,15462.880000000001
TXN000992,ACC001,-77.15,2025-04-25,Turner-Edwards,Food and Drink,5812,18724.86,0,4748.03,949.61,6415.1,66,0,-162.63,2757.11,3,864.8266666666667,1639.4178113688206,2594.48,17775.25
TXN003649,ACC001,-80.84,2025-05-02,"Rodriguez, Rodriguez and Bell",Food and Drink,5812,28448.18,0,4748.03,949.61,,59,0,-191.65,2757.11,4,641.365,1410.644114284913,2565.46,27498.57
TXN003810,ACC001,-76.6,2025-05-08,Uber,Bills,4900,27997.2,0,4748.03,949.61,16050.67,53,0,-272.49,2757.11,5,496.924,1263.627170204883,2484.62,27047.59
TXN004176,ACC001,-5.42,2025-05-09,Valdez and Sons,Transportation,4121,32129.06,0,4748.03,949.61,16050.67,52,0,-349.09000000000003,2757.11,6,401.33666666666664,1154.2203125862354,2408.02,31179.45
TXN002510,ACC001,-131.47,2025-05-13,Cruz-Butler,Food and Drink,5812,22470.17,0,4748.03,949.61,16050.67,48,0,-354.51000000000005,2757.11,7,343.2285714285714,1064.81123371592,2402.6,21520.559999999998
TXN001279,ACC001,-140.51,2025-05-13,Castaneda-Johnson,Retail,5651,18584.35,0,4748.03,949.61,16050.67,48,0,-354.51000000000005,2757.11,7,343.2285714285714,1064.81123371592,2402.6,17634.739999999998
TXN000468,ACC001,-117.64,2025-06-05,Rodgers-Garcia,Retail,5651,16294.85,0,4748.03,949.61,11823.91,25,0,-354.0,0.0,4,-88.5,62.17008230116261,-354.0,15345.24
TXN001602,ACC001,-95.78,2025-06-08,Valdez and Sons,Transfer,4829,20783.12,0,4748.03,949.61,11823.91,22,0,-395.03999999999996,0.0,4,-98.75999999999999,62.93334198446268,-395.03999999999996,19833.51
TXN004335,ACC001,2627.63,2025-06-10,Employer,Income,6012,34613.43,0,4748.03,949.61,11823.91,20,1,-485.4,0.0,4,-121.35,19.468855470554328,-485.4,33663.82
TXN004425,ACC001,-77.02,2025-06-11,Valdez and Sons,Transfer,4829,34531.16,0,4748.03,949.61,11823.91,19,0,-485.4,2627.63,5,428.446,1229.4968423424275,2142.23,33581.55
TXN003561,ACC001,-69.82,2025-06-22,Netflix,Transfer,4829,28529.02,0,4748.03,949.61,14317.6,8,0,-290.44,2627.63,4,584.2975,1362.3227959720118,2337.19,27579.41
TXN001827,ACC001,-124.63,2025-06-26,Smith-Christian,Transportation,4121,20440.06,0,4748.03,949.61,14317.6,4,0,-360.26,2627.63,5,453.474,1215.5313616192714,2267.37,19490.45
TXN002436,ACC002,-172.7,2024-06-24,Harvey-Cook,Transportation,4121,11806.32,0,6534.22,1306.84,,371,0,0.0,0.0,0,0.0,0.0,0.0,10499.48
TXN001151,ACC002,-88.6,2024-07-17,Walmart,Bills,4900,10890.26,0,6534.22,1306.84,19009.03,348,0,-172.7,0.0,1,-172.7,0.0,-172.7,9583.42
TXN001008,ACC002,-166.42,2024-07-28,Wade Ltd,Bills,4900,11068.05,0,6534.22,1306.84,5299.8,337,0,-88.6,0.0,1,-88.6,0.0,-88.6,9761.21
TXN001064,ACC002,-89.18,2024-08-01,Pitts-Owens,Bills,4900,10978.86,0,6534.22,1306.84,5299.8,333,0,-255.01999999999998,0.0,2,-127.50999999999999,55.027049711937124,-255.01999999999998,9672.02
TXN001212,ACC002,-95.15,2024-08-02,Phillips-Bradford,Entertainment,7832,10795.11,0,6534.22,1306.84,5299.8,332,0,-344.2,0.0,3,-114.73333333333333,44.76290577401486,-344.2,9488.27
TXN004886,ACC002,-41.6,2024-08-11,"Decker, Lee and Smith",Transfer,4829,24446.04,0,6534.22,1306.84,12566.93,323,0,-439.35,0.0,4,-109.8375,37.8376605821942,-439.35,23139.2
TXN003823,ACC002,1795.17,2024-08-15,Employer,Income,6012,19548.55,0,6534.22,1306.84,6432.04,319,1,-480.95000000000005,0.0,5,-96.19000000000001,44.77764732542343,-480.95000000000005,18241.71
TXN002317,ACC002,-123.0,2024-08-18,Walmart,Bills,4900,12133.11,0,6534.22,1306.84,6432.04,316,0,-392.35,1795.17,5,280.564,847.8630947446645,1402.8200000000002,10826.27
TXN004751,ACC002,-68.48,2024-08-26,Greene-Munoz,Bills,4900,24596.42,0,6534.22,1306.84,17689.98,308,0,-515.35,1795.17,6,213.30333333333337,776.0421674282054,1279.8200000000002,23289.579999999998
TXN004064,ACC002,2287.12,2024-09-02,Employer,Income,6012,21835.67,0,6534.22,1306.84,17689.98,301,1,-233.07999999999998,1795.17,4,390.52250000000004,937.043774728979,1562.0900000000001,20528.829999999998
TXN003677,ACC002,-53.58,2024-09-15,Target,Bills,4900,17957.9,0,6534.22,1306.84,17689.98,288,0,-191.48000000000002,2287.12,3,698.5466666666666,1376.0149105781277,2095.64,16651.06
TXN004940,ACC002,3941.98,2024-09-24,Unknown Vendor,Miscellaneous,7399,28388.02,1,6534.22,1306.84,17947.88,279,1,-122.06,2287.12,3,721.6866666666666,1355.7255044194358,2165.06,27081.18
TXN003204,ACC002,-142.55,2024-10-10,Turner-Edwards,Food and Drink,5812,13423.71,0,6534.22,1306.84,,263,0,-53.58,3941.98,2,1944.2,2825.2875706377217,3888.4,12116.869999999999
TXN003364,ACC002,-113.63,2024-10-24,Greene LLC,Retail,5651,12954.91,0,6534.22,1306.84,17636.69,249,0,-142.55,3941.98,2,1899.715,2888.198860959889,3799.43,11648.07
TXN002171,ACC002,2362.05,2024-10-27,Investment,Income,6012,12532.12,0,6534.22,1306.84,17636.69,246,1,-256.18,0.0,2,-128.09,20.449528111914965,-256.18,11225.28
TXN000021,ACC002,-180.95,2024-10-28,Wagner-Hamilton,Transportation,4121,9819.05,0,6534.22,1306.84,17636.69,245,0,-256.18,2362.05,3,701.9566666666668,1437.7557157366246,2105.8700000000003,8512.21
TXN003595,ACC002,-92.2,2024-11-07,Banks-Barton,Entertainment,7832,18011.48,0,6534.22,1306.84,6801.54,235,0,-437.13,2362.05,4,481.2300000000001,1254.1831515372864,1924.92,16704.64
TXN000112,ACC002,1851.8,2024-11-17,Employer,Income,6012,11670.86,0,6534.22,1306.84,,225,1,-386.78,2362.05,4,493.81750000000005,1246.0621745690169,1975.2700000000002,10364.02
TXN001773,ACC002,-126.92,2024-11-22,Gilbert-Le,Transfer,4829,10437.17,0,6534.22,1306.84,,220,0,-386.78,4213.85,5,765.414,1238.275616020117,3827.0700000000006,9130.33
TXN001582,ACC002,-103.44,2024-11-25,Greene LLC,Transportation,4121,10564.09,0,6534.22,1306.84,,217,0,-400.07,4213.85,5,762.7560000000001,1240.6462321830509,3813.78,9257.25
TXN000599,ACC002,-191.82,2024-11-26,Greene-Munoz,Transportation,4121,11369.39,0,6534.22,1306.84,,216,0,-503.51,4213.85,6,618.3900000000001,1164.6508963977146,3710.34,10062.55
TXN003332,ACC002,-236.21,2024-11-29,"Levy, Adkins and Rodriguez",Transfer,4829,13068.54,0,6534.22,1306.84,5342.56,213,0,-514.38,1851.8,5,267.484,886.5000086181611,1337.42,11761.7
TXN001262,ACC002,-127.58,2024-12-23,"Hurst, Strickland and Zuniga",Transportation,4121,10667.54,0,6534.22,1306.84,5204.77,189,0,-531.47,0.0,3,-177.15666666666667,67.58866941531942,-531.47,9360.7
TXN002717,ACC002,-81.9,2025-01-04,Byrd Group,Retail,5651,13781.81,0,6534.22,1306.84,,177,0,-127.58,0.0,1,-127.58,0.0,-127.58,12474.97
TXN003414,ACC002,3158.01,2025-01-06,Freelance,Income,6012,16112.92,0,6534.22,1306.84,,175,1,-209.48000000000002,0.0,2,-104.74000000000001,32.30063776460148,-209.48000000000002,14806.08
TXN002731,ACC002,-111.94,2025-01-16,Schneider-Rojas,Retail,5651,13669.87,0,6534.22,1306.84,7617.32,165,0,-209.48000000000002,3158.01,3,982.8433333333334,1883.8880503982539,2948.53,12363.03
TXN003015,ACC002,-103.61,2025-01-23,Parks-Tapia,Retail,5651,13566.26,0,6534.22,1306.84,7617.32,158,0,-193.84,3158.01,3,988.0566666666667,1879.2947352752665,2964.17,12259.42
TXN004703,ACC002,2878.35,2025-02-15,Freelance,Income,6012,24664.9,0,6534.22,1306.84,5525.41,135,1,-215.55,0.0,2,-107.775,5.89019948728394,-215.55,23358.06
TXN003300,ACC002,-118.97,2025-02-16,"Powell, Flores and Ross",Retail,5651,13304.75,0,6534.22,1306.84,5525.41,134,0,-103.61,2878.35,2,1387.37,2108.564137227037,2774.74,11997.91
TXN002508,ACC002,-202.34,2025-03-03,"Powell, Flores and Ross",Transfer,4829,11603.97,0,6534.22,1306.84,13821.9,119,0,-118.97,2878.35,2,1379.69,2119.4252973860625,2759.38,10297.13
TXN002421,ACC002,-45.7,2025-03-25,Uber,Transportation,4121,11979.01,0,6534.22,1306.84,15327.78,97,0,-202.34,0.0,1,-202.34,0.0,-202.34,10672.17
TXN002164,ACC002,-55.82,2025-03-29,Wagner-Hamilton,Bills,4900,10170.07,0,6534.22,1306.84,5345.72,93,0,-248.04000000000002,0.0,2,-124.02000000000001,110.7612062050608,-248.04000000000002,8863.23
TXN004144,ACC002,-49.12,2025-04-10,Amazon,Retail,5651,21786.55,0,6534.22,1306.84,11356.88,81,0,-101.52000000000001,0.0,2,-50.760000000000005,7.155920625607859,-101.52000000000001,20479.71
TXN003536,ACC002,-104.01,2025-04-23,Pitts-Owens,Entertainment,7832,18264.35,0,6534.22,1306.84,9469.7,68,0,-150.64000000000001,0.0,3,-50.21333333333334,5.147828020955374,-150.64000000000001,16957.51
TXN002188,ACC002,-145.3,2025-04-27,Harvey-Cook,Bills,4900,12386.82,0,6534.22,1306.84,9469.7,64,0,-208.95,0.0,3,-69.64999999999999,29.944610533449925,-208.95,11079.98
TXN004795,ACC002,-108.78,2025-05-19,"Powell, Flores and Ross",Entertainment,7832,24487.63,0,6534.22,1306.84,15335.61,42,0,-249.31,0.0,2,-124.655,29.19643899519255,-249.31,23180.79
TXN003717,ACC002,-204.53,2025-05-25,"Moore, Harrell and Williams",Retail,5651,17753.37,0,6534.22,1306.84,15612.78,36,0,-254.08,0.0,2,-127.04,25.823539648932723,-254.08,16446.53
TXN003517,ACC002,2255.43,2025-05-30,Freelance,Income,6012,18368.36,0,6534.22,1306.84,15612.78,31,1,-313.31,0.0,2,-156.655,67.70547429861193,-313.31,17061.52
TXN002163,ACC002,-211.28,2025-05-31,Phillips-Bradford,Transfer,4829,10225.89,0,6534.22,1306.84,,30,0,-313.31,2255.43,3,647.3733333333333,1393.4405972388392,1942.12,8919.05
TXN002286,ACC002,-130.71,2025-06-04,"Moore, Harrell and Williams",Transportation,4121,12256.11,0,6534.22,1306.84,,26,0,-524.59,2255.43,4,432.71,1216.0479097195691,1730.8399999999997,10949.27
TXN000643,ACC002,-134.93,2025-06-06,Rodgers-Garcia,Food and Drink,5812,11234.46,0,6534.22,1306.84,,24,0,-655.3000000000001,2255.43,5,320.02599999999995,1082.8517019102846,1600.1299999999997,9927.619999999999
TXN002537,ACC002,2259.73,2025-06-06,Employer,Income,6012,13863.71,0,6534.22,1306.84,,24,1,-655.3000000000001,2255.43,5,320.02599999999995,1082.8517019102846,1600.1299999999997,12556.869999999999
TXN000152,ACC002,-109.65,2025-06-15,Phillips-Bradford,Transfer,4829,11561.21,0,6534.22,1306.84,18719.34,15,0,-790.23,4515.16,7,532.1328571428571,1179.320607450384,3724.93,10254.369999999999
TXN002348,ACC002,-108.4,2025-06-20,Target,Retail,5651,12024.71,0,6534.22,1306.84,6097.58,10,0,-791.1,4515.16,7,532.0085714285714,1179.3994522697922,3724.06,10717.869999999999
TXN003581,ACC002,-160.66,2025-06-22,Wade Ltd,Retail,5651,18103.69,0,6534.22,1306.84,6097.58,8,0,-899.5,4515.16,8,451.9575,1115.1397192504623,3615.66,16796.85
TXN003360,ACC003,-132.98,2024-06-13,"Moore, Harrell and Williams",Bills,4900,22293.03,0,3087.77,617.55,6205.75,382,0,0.0,0.0,0,0.0,0.0,0.0,21675.48
TXN004157,ACC003,-133.48,2024-06-14,Valdez and Sons,Entertainment,7832,36393.43,0,3087.77,617.55,6205.75,381,0,-132.98,0.0,1,-132.98,0.0,-132.98,35775.88
TXN002564,ACC003,1991.88,2024-06-21,Employer,Income,6012,21168.38,0,3087.77,617.55,7335.83,374,1,-266.46,0.0,2,-133.23,0.3535533905932738,-266.46,20550.83
TXN004001,ACC003,2685.26,2024-06-25,Employer,Income,6012,33748.97,0,3087.77,617.55,,370,1,-266.46,1991.88,3,575.14,1226.9328560275824,1725.42,33131.42
TXN002220,ACC003,-10.88,2024-07-01,"Baker, Nelson and Hunter",Retail,5651,19176.49,0,3087.77,617.55,8612.62,364,0,-266.46,4677.14,4,1102.67,1454.8978517637129,4410.68,18558.940000000002
TXN004182,ACC003,-36.21,2024-07-16,Gilbert-Le,Entertainment,7832,36357.21,0,3087.77,617.55,13949.33,349,0,-10.88,4677.14,3,1555.42,1400.0591857489455,4666.26,35739.659999999996
TXN003111,ACC003,-89.61,2024-07-29,Walmart,Transportation,4121,22705.61,0,3087.77,617.55,13949.33,336,0,-47.09,0.0,2,-23.545,17.91101476745525,-47.09,22088.06
TXN002148,ACC003,-97.95,2024-08-02,Wade Ltd,Retail,5651,19187.37,0,3087.77,617.55,13949.33,332,0,-125.82,0.0,2,-62.91,37.759502115361634,-125.82,18569.82
TXN003932,ACC003,-173.82,2024-08-03,Leonard-Hill,Transportation,4121,31101.06,0,3087.77,617.55,13949.33,331,0,-223.76999999999998,0.0,3,-74.58999999999999,33.498614896738644,-223.76999999999998,30483.510000000002
TXN000465,ACC003,-160.17,2024-08-06,Cruz-Butler,Bills,4900,12172.87,0,3087.77,617.55,10456.5,328,0,-397.59,0.0,4,-99.3975,56.65468228663894,-397.59,11555.320000000002
TXN003981,ACC003,-37.35,2024-08-06,Gay Ltd,Retail,5651,31063.7,0,3087.77,617.55,10456.5,328,0,-397.59,0.0,4,-99.3975,56.65468228663894,-397.59,30446.15
TXN004386,ACC003,-142.23,2024-08-19,Farrell-Martinez,Transportation,4121,36151.51,0,3087.77,617.55,10456.5,315,0,-558.9,0.0,5,-111.78,55.707172787712,-558.9,35533.96
TXN003129,ACC003,-44.58,2024-08-27,"Benson, Hernandez and Brown",Food and Drink,5812,22661.03,0,3087.77,617.55,10456.5,307,0,-701.13,0.0,6,-116.855,51.35333513998871,-701.13,22043.48
TXN001542,ACC003,-127.43,2024-09-17,Ayala-Banks,Food and Drink,5812,19775.63,0,3087.77,617.55,,286,0,-186.81,0.0,2,-93.405,69.04897718286637,-186.81,19158.08
TXN000010,ACC003,-112.75,2024-09-20,Banks-Barton,Food and Drink,5812,9887.25,0,3087.77,617.55,,283,0,-172.01,0.0,2,-86.005,58.58379682130547,-172.01,9269.7
TXN003642,ACC003,-82.76,2024-09-25,Valdez and Sons,Entertainment,7832,25311.78,0,3087.77,617.55,,278,0,-284.76,0.0,3,-94.92,44.2093010575829,-284.76,24694.23
TXN001463,ACC003,-183.04,2024-10-08,Fernandez Ltd,Bills,4900,17069.26,0,3087.77,617.55,17110.63,265,0,-322.94,0.0,3,-107.64666666666666,22.7680748710411,-322.94,16451.71
TXN002101,ACC003,-88.64,2024-10-25,Byrd Group,Transfer,4829,19285.32,0,3087.77,617.55,,248,0,-265.8,0.0,2,-132.9,70.90866801738699,-265.8,18667.77
TXN000577,ACC003,-116.44,2024-11-08,"Meyers, Fernandez and Brown",Retail,5651,13263.55,0,3087.77,617.55,12437.21,234,0,-88.64,0.0,1,-88.64,0.0,-88.64,12646.0
TXN001002,ACC003,2663.35,2024-11-11,Employer,Income,6012,15919.21,0,3087.77,617.55,12437.21,231,1,-205.07999999999998,0.0,2,-102.53999999999999,19.657568516986018,-205.07999999999998,15301.66
TXN004494,ACC003,-119.62,2024-11-22,Chapman Group,Transfer,4829,38488.37,0,3087.77,617.55,,220,0,-205.07999999999998,2663.35,3,819.4233333333333,1596.9478307175013,2458.27,37870.82
TXN001713,ACC003,-38.11,2024-11-24,"Meyers, Fernandez and Brown",Bills,4900,19475.2,0,3087.77,617.55,,218,0,-324.7,2663.35,4,584.6625,1385.8615292150705,2338.65,18857.65
TXN000268,ACC003,-36.48,2024-12-04,"Edwards, Byrd and Snyder",Retail,5651,12373.81,0,3087.77,617.55,14929.8,208,0,-274.17,2663.35,4,597.295,1377.8857650400485,2389.18,11756.26
TXN004449,ACC003,2558.99,2024-12-05,Freelance,Income,6012,38607.99,0,3087.77,617.55,14929.8,207,1,-310.65000000000003,2663.35,5,470.53999999999996,1226.483198519246,2352.7,37990.439999999995
TXN001353,ACC003,3198.52,2024-12-14,Employer,Income,6012,18972.77,0,3087.77,617.55,12457.61,198,1,-194.21,2558.99,4,591.1949999999999,1312.437403573976,2364.7799999999997,18355.22
TXN004039,ACC003,-143.87,2024-12-15,Greene-Munoz,Entertainment,7832,33605.1,0,3087.77,617.55,12457.61,197,0,-194.21,5757.51,5,1112.6599999999999,1628.3420048779678,5563.3,32987.549999999996
TXN002928,ACC003,-53.09,2025-01-02,"Moore, Harrell and Williams",Entertainment,7832,22905.99,0,3087.77,617.55,9297.45,179,0,-180.35,5757.51,4,1394.29,1734.4366003018577,5577.16,22288.440000000002
TXN002998,ACC003,-7.25,2025-01-12,Amazon,Entertainment,7832,22795.22,0,3087.77,617.55,9297.45,169,0,-196.96,3198.52,3,1000.52,1904.0649285410411,3001.56,22177.670000000002
TXN000546,ACC003,1207.12,2025-01-15,Freelance,Income,6012,13379.99,0,3087.77,617.55,9297.45,166,1,-60.34,0.0,2,-30.17,32.41377484959134,-60.34,12762.44
TXN003628,ACC003,3101.51,2025-01-19,Freelance,Income,6012,25394.54,0,3087.77,617.55,,162,1,-60.34,1207.12,3,382.26,714.717315517121,1146.78,24776.99
TXN002939,ACC003,-103.53,2025-02-12,Greene-Munoz,Transportation,4121,22802.47,0,3087.77,617.55,17579.32,138,0,0.0,4308.63,2,2154.315,1339.536015211984,4308.63,22184.920000000002
TXN001447,ACC003,-1720.47,2025-02-12,Unknown Vendor,Miscellaneous,7399,17252.3,1,3087.77,617.55,17579.32,138,0,0.0,4308.63,2,2154.315,1339.536015211984,4308.63,16634.75
TXN004400,ACC003,-102.51,2025-02-16,"Benson, Hernandez and Brown",Transportation,4121,36049.0,0,3087.77,617.55,17579.32,134,0,-1824.0,3101.51,3,425.83666666666664,2454.189190126412,1277.5100000000002,35431.45
TXN003652,ACC003,-88.56,2025-02-21,Gay Ltd,Transportation,4121,31274.87,0,3087.77,617.55,10553.88,129,0,-1926.51,0.0,3,-642.17,933.8353321651522,-1926.51,30657.32
TXN004973,ACC003,-29.85,2025-02-24,Chen-Smith,Transfer,4829,38410.34,0,3087.77,617.55,10553.88,126,0,-2015.07,0.0,4,-503.7675,811.1637482191867,-2015.07,37792.78999999999
TXN000923,ACC003,-7.68,2025-02-24,Banks-Barton,Bills,4900,13255.87,0,3087.77,617.55,10553.88,126,0,-2015.07,0.0,4,-503.7675,811.1637482191867,-2015.07,12638.320000000002
TXN000208,ACC003,2550.89,2025-02-27,Freelance,Income,6012,12410.3,0,3087.77,617.55,10553.88,123,1,-2052.6,0.0,6,-342.09999999999997,676.4380533943962,-2052.6,11792.75
TXN004222,ACC003,-63.48,2025-03-03,Wade Ltd,Entertainment,7832,36293.74,0,3087.77,617.55,10553.88,119,0,-2052.6,2550.89,7,71.1842857142857,1255.760462480234,498.28999999999996,35676.189999999995
TXN003347,ACC003,-232.65,2025-03-09,Johnson LLC,Bills,4900,22426.01,0,3087.77,617.55,10553.88,113,0,-2116.08,2550.89,8,54.351249999999965,1163.5827489689825,434.80999999999995,21808.46
TXN001674,ACC003,-120.02,2025-03-10,Netflix,Retail,5651,19513.31,0,3087.77,617.55,10553.88,112,0,-2348.73,2550.89,9,22.46222222222219,1092.6282088704484,202.15999999999985,18895.760000000002
TXN002917,ACC003,2119.77,2025-03-13,Investment,Income,6012,22959.08,0,3087.77,617.55,10553.88,109,1,-2468.75,2550.89,10,8.213999999999972,1031.1246442512283,82.13999999999987,22341.530000000002
