transaction_id,account_id,amount,date,merchant_name,category,description,mcc
f101c64d-0b7e-4eb7-8b75-3a133523f0bf,57566ca4-1359-4ee3-9cce-abe65cd5d6f2,466.89,2023-06-27,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
8deeb19e-6751-4b7d-b46c-637b34309987,a9c6e14c-d1d9-4c1d-8f41-7718c457bcfc,281.11,2024-02-10,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
1470c9ae-0b7a-40c5-8f94-462f16483a19,e357984b-b449-48da-9309-eec0ba5a97e4,344.83,2024-04-05,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
d08cd3a2-2c9b-4e97-b496-c0f64f15f6a0,5acc472f-c4bd-4121-8273-7946c8e8929d,133.22,2024-05-20,Target,"['Shops', 'Department Stores']",Target purchase,5311
75e0e96b-7a1f-4b36-9b9a-48c95b068635,dd8eaf91-3066-42a9-9b95-ae46975b4e19,486.81,2023-08-15,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
edf34e61-45d3-4d2d-9368-a8642996d8e2,047cf921-2f14-49f9-bb15-6be4271ad9b6,138.92,2023-05-12,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
c1db2608-89c8-46a7-9640-f8ca5dd76ad1,09b48c35-87b4-497b-8411-b81af311da0e,6.93,2023-09-29,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
e527a4c6-0bc1-4c23-8f11-6a8246e6969c,04986391-ed52-4952-9031-0f9817dd44b5,369.84,2023-10-28,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
58bba33f-ca98-4336-bd84-94b0825920c9,c71a85a5-0868-4723-ab7c-669e04b2d7c3,395.31,2023-01-08,Apple,"['Tech', 'Electronics']",Apple purchase,5732
5e1410a5-8996-408d-903e-249cf36b9628,737cf149-bef4-45be-ab87-0356d4b4b82e,349.42,2023-10-26,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
502f8026-950b-4b88-9ee1-333a996750e7,db183e40-f387-4624-ae2b-ffb1864cea3f,187.14,2023-04-03,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
eb3301b1-7b1d-4c2b-9c29-deebefd62689,f0550103-b72f-440f-a441-50ae89062872,254.21,2023-06-23,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
ac2005bb-82f5-48d2-901b-20e22b30cffd,047cf921-2f14-49f9-bb15-6be4271ad9b6,326.28,2024-03-04,Apple,"['Tech', 'Electronics']",Apple purchase,5732
14302bbd-50a3-499c-87b9-b4f83727d9df,575a56de-b842-4407-afde-aaef68471677,55.57,2024-03-02,Amazon,"['Shops', 'Online']",Amazon purchase,5818
f8e8efb1-048e-48ae-8e11-e56495f6e6a5,5a5ba770-09fc-4e92-a48f-b7b1e65aa495,330.24,2024-05-08,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
f441b120-b2a9-4397-b08f-d2bb2ba9068e,f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,392.23,2023-08-05,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
7703abe6-2dc9-4f6a-a654-f96e5814acd9,61ad6857-3929-40b9-b9f1-866baa8917e2,146.66,2024-04-01,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
798b60f3-3da8-455d-aeda-f58b471ee26f,a6b82c89-3bf1-4940-a96d-c9ce4d81d470,242.67,2023-09-13,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
17f06d8f-e74c-484d-8420-8a0ecb4ace51,df505d3f-7f2d-47a2-887a-ff497b378af4,435.37,2024-02-15,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
520b51d8-cee1-454a-8551-fd8201db2b4b,a6b82c89-3bf1-4940-a96d-c9ce4d81d470,56.2,2024-03-08,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
1a4f04aa-0399-4d04-a396-9848275c2ec1,575a56de-b842-4407-afde-aaef68471677,353.89,2024-03-30,Apple,"['Tech', 'Electronics']",Apple purchase,5732
fb17f177-391a-4756-b9ec-55584828e13c,cdf4dd84-1e8f-44c1-a4da-4610c66f11ea,208.73,2023-06-07,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
81c263df-25f2-480a-a149-2a71ea12626c,d444c806-b1cf-4471-8c78-94b92c194b89,8.77,2024-02-03,Target,"['Shops', 'Department Stores']",Target purchase,5311
598c3ae3-f757-4015-8655-7fbcbe4ab0a5,95e79661-fe36-4e1f-b7f1-b958caa82ced,432.41,2023-11-17,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
6e6b46cd-b706-4ac6-85d9-22a443de6f6a,8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,471.1,2024-05-14,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
38a55c78-6878-487b-81f5-23d7fed43536,5a5ba770-09fc-4e92-a48f-b7b1e65aa495,453.86,2023-05-23,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
89313a67-8dd3-4842-8ed7-a53bfb812fdf,b837c464-24fc-4916-90da-ff06228f4214,273.19,2024-03-20,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
141d260b-00c9-40c5-ab68-de4ad30dbb1e,a6b82c89-3bf1-4940-a96d-c9ce4d81d470,405.75,2023-09-08,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
2b76a9f0-3906-474c-83a0-132521697b70,38f65dfe-359b-4f54-81c9-5e3b5a185767,35.4,2023-02-23,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
5fd5d9d6-ed4c-4c1c-bdae-e1f7d27b8517,b2ffa63b-f7b2-41df-bd3d-b1bda10d26c6,424.17,2023-08-29,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
b6245826-c2c6-4f51-a5f9-4b69b0d78aaf,a6b82c89-3bf1-4940-a96d-c9ce4d81d470,481.34,2024-02-19,Target,"['Shops', 'Department Stores']",Target purchase,5311
2805987d-f8b1-49b7-88d7-f88929384561,79edb6e5-15e4-4db9-b1e1-3491a2a0b191,38.3,2023-12-07,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
bea5d4d7-88f9-430e-952a-e71fb17157a4,f5456db1-a932-49a5-b2c8-6c6d1d70764e,247.27,2023-06-06,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
b32b5df0-9864-456d-8414-3c18c7dd8c0f,f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,355.53,2023-11-07,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
1a3b2867-7e94-4e22-a3e6-c7d5bc12e17b,9cf626b3-ccb2-4639-af9d-6959671c7212,302.37,2023-04-16,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
b88ec57d-b3ad-47d1-b91c-b80688992ce1,d444c806-b1cf-4471-8c78-94b92c194b89,49.0,2024-04-03,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
fa8f41c8-1878-4797-926b-a90ca628921b,458957fe-8de8-4548-9a4a-7cf64bfb12bb,470.82,2023-08-27,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
5266f190-4b60-45cb-a6ab-eab0c26b3b30,bf0e1711-5556-41b8-aa65-d6a27814694b,7.68,2023-02-20,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
fd6e1fa4-cdc8-4e33-8c62-ce613fd42693,c71a85a5-0868-4723-ab7c-669e04b2d7c3,173.32,2023-12-18,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
eb9795b6-3ea0-4790-b991-7b294937af1e,b837c464-24fc-4916-90da-ff06228f4214,59.15,2023-06-23,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
c9b2ce8a-f450-4653-bc97-7a3bf21b076e,aa078bf4-6506-41ad-99b3-0fd88a8f7820,422.01,2023-01-21,Target,"['Shops', 'Department Stores']",Target purchase,5311
e549218e-5655-468c-bb5f-f8dd5861cfc5,5acc472f-c4bd-4121-8273-7946c8e8929d,299.68,2023-05-26,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
708a90ca-bf0a-4936-ae17-8876cf54010a,2f5eca70-c5ec-4526-8c02-81b542b24caa,300.18,2024-01-18,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
a8d48744-eefb-4162-8535-fe1ba09e5d14,8ce90cb8-4a24-48e0-821e-c2718abc279a,417.69,2024-04-10,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
db825240-67fa-4918-8c7c-f5be84b542db,4cd1c5de-202a-4b94-bb7a-5568de406bc8,269.94,2024-05-27,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
a93ec8be-1eea-4c9e-ba96-11401eb740c3,48e613ed-59a6-4e54-bc9f-1be37b387d8b,314.14,2023-05-04,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
4be736b9-a7eb-4b1c-920f-13ee81bd03d2,861fa05e-ddb1-43b5-a1af-806c37b6544b,384.11,2023-04-26,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
c4c40b31-6627-4d59-bd83-dac056b8f67a,79edb6e5-15e4-4db9-b1e1-3491a2a0b191,270.78,2023-11-18,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
99721773-92f2-4ed3-821c-5db155ffa94a,fd362fbd-e49f-42af-a997-f0bc82c221fc,261.08,2023-10-12,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
2c0d53c2-922b-409b-a9a4-6e898b61556e,23deb3b5-3428-4bfc-9b9d-d877ad5a7945,139.84,2023-01-18,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
c528e896-b93d-4260-813c-ce6e55d7369d,fd362fbd-e49f-42af-a997-f0bc82c221fc,426.74,2023-10-17,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
3cb1d647-bbef-487f-becb-bb1fc6c6c751,57566ca4-1359-4ee3-9cce-abe65cd5d6f2,406.04,2023-05-02,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
ec0198b9-5fc0-419e-82d9-2921feb27d21,8dbebe2a-09c2-4092-ad12-8373309633a8,477.58,2023-08-12,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
2a1e51f6-2704-4307-92aa-506a65b9c4fe,5acc472f-c4bd-4121-8273-7946c8e8929d,366.04,2024-04-23,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
7bd5d8eb-c5b7-4fc1-b380-74b8d3e2dad8,575a56de-b842-4407-afde-aaef68471677,117.32,2023-12-09,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
24497b59-436a-45b3-9fc5-11c0631642d3,c71a85a5-0868-4723-ab7c-669e04b2d7c3,468.03,2024-01-08,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
6afa9e0f-ddb8-4a58-8096-2afa834da352,4cd1c5de-202a-4b94-bb7a-5568de406bc8,133.52,2024-05-05,Amazon,"['Shops', 'Online']",Amazon purchase,5818
f6b31fca-572f-417f-ab08-29d2875c907a,289d5a10-d3d9-4cbc-afe0-e7f7e4cfd0c1,29.91,2023-06-08,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
01db5a7b-5bcd-43f7-9e73-56f92fb6013e,a1924e45-3660-4f0c-b16d-581c41dff843,172.23,2024-04-01,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
d0e868b8-e67b-4e7f-937c-62f4602d57ec,1f21fa26-13e9-4fb6-aba7-2c706a2d21ab,205.94,2023-01-03,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
c6492db8-6968-4409-8ac3-9a0251d14c7c,57566ca4-1359-4ee3-9cce-abe65cd5d6f2,492.86,2023-09-26,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
2f16a904-55d3-4228-9e89-16377d2953e5,8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,352.91,2023-04-30,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
2d8106b4-9563-4a01-ad35-8fff659bb6d5,80d9f10f-f692-4694-bdab-687198be4e95,51.21,2023-01-21,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
5fff2deb-d86d-456a-bdb6-8d3cf4291ff3,b169dd26-4b2d-419e-874e-acb6fd747639,338.73,2024-01-13,Target,"['Shops', 'Department Stores']",Target purchase,5311
5fd8531f-bb6f-4931-b33a-1c9d9fecdf63,fa3ede4e-8f41-4bdb-a315-7072455085e3,335.17,2024-02-24,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
758ce7e8-b401-4d3f-b25e-fc726b460a0a,4cd1c5de-202a-4b94-bb7a-5568de406bc8,67.59,2023-05-04,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
645ef6b6-a313-4da8-a6c6-34c27a0af98b,047cf921-2f14-49f9-bb15-6be4271ad9b6,202.81,2024-01-22,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
4304a919-f43d-4bfb-a42a-e689151d3838,a711f797-b925-425d-9d6e-74e55afa6baf,137.76,2023-03-25,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
7c136309-41d6-4c49-8c27-a55dfb13ecc3,57566ca4-1359-4ee3-9cce-abe65cd5d6f2,121.64,2023-04-17,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
1e5f1c10-d57a-46e4-b819-745afdf3f52a,4cd1c5de-202a-4b94-bb7a-5568de406bc8,436.82,2023-10-16,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
096b5c16-11ca-48f5-ac2f-fc1a4e167ee3,8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,415.98,2023-12-06,Amazon,"['Shops', 'Online']",Amazon purchase,5818
43734e6b-ac16-4937-9107-70f48a5bee13,b78e7b95-16e4-4187-b813-2d5566d76c98,78.56,2023-02-06,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
d76c4adf-0cec-46f6-b17b-966e7a4c3079,6dd5eaa2-1806-495a-9377-6c3934b3a23c,427.32,2024-01-08,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
53b94f5b-06ec-48d3-9a3c-bc363cf82ebf,26f00f8a-7323-458b-807e-8473803120f4,364.24,2023-11-24,Target,"['Shops', 'Department Stores']",Target purchase,5311
868149d5-b58d-4296-a724-6dba9de8c9d6,f26616e8-a55e-49b2-9f93-d7a83b9915fe,284.87,2023-08-30,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
30e86ee3-51fc-4a47-984f-2840f046fc46,bf0e1711-5556-41b8-aa65-d6a27814694b,279.47,2024-04-14,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
d7275e6b-a743-493f-90dc-c401f83c6527,b2ffa63b-f7b2-41df-bd3d-b1bda10d26c6,220.53,2023-09-26,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
d31bda88-ef99-4e1d-8659-526eee9091a1,1f21fa26-13e9-4fb6-aba7-2c706a2d21ab,451.52,2023-01-10,Starbucks,"['Food and Drink', 'Coffee Shop']",Starbucks purchase,5814
38e808d4-3725-4bcd-8415-84f2af29b4e2,2f5eca70-c5ec-4526-8c02-81b542b24caa,151.34,2023-06-09,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
0454b672-4ff8-4847-97c7-6f7628ef2a41,289d5a10-d3d9-4cbc-afe0-e7f7e4cfd0c1,158.03,2023-02-08,Target,"['Shops', 'Department Stores']",Target purchase,5311
5d108322-0617-4c47-a414-f49970bcab9f,561eccbd-0280-4c44-86ca-cf368dd21fec,57.99,2023-08-03,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
419a36a0-62f1-4f27-a4b2-99ea12016d53,4cd1c5de-202a-4b94-bb7a-5568de406bc8,144.82,2023-08-06,Amazon,"['Shops', 'Online']",Amazon purchase,5818
f6e89353-f1c7-4fb2-963f-a1f26e223558,b118f934-4203-410a-9f7f-aa600c3d2df6,184.73,2023-02-03,McDonald's,"['Food and Drink', 'Restaurants']",McDonald's purchase,5812
93353c95-d5ca-472b-b78f-4da3ea8f52ec,b2ed9b63-7ec3-4644-b242-a8fe28f62d80,479.04,2024-01-11,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
f2343228-3016-4bb7-b174-5277dcc8aaeb,f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,154.78,2024-03-08,Target,"['Shops', 'Department Stores']",Target purchase,5311
668a10c8-ea73-4a36-80f9-fc95e8f29305,b2ed9b63-7ec3-4644-b242-a8fe28f62d80,255.84,2023-01-17,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
ddf7ebf8-dec2-4fb4-87ff-6df10f382c52,f0550103-b72f-440f-a441-50ae89062872,112.34,2023-09-27,Costco,"['Shops', 'Wholesale Clubs']",Costco purchase,5300
92a6a592-b328-4559-b3a8-36c2104fafe7,b2ed9b63-7ec3-4644-b242-a8fe28f62d80,8.5,2024-01-31,Uber,"['Travel', 'Ride Sharing']",Uber purchase,4121
78781837-b04c-4cb2-b949-3f9e585ec63f,8af84224-d363-410c-83db-0931609e1733,454.39,2023-06-21,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
bd5725ff-f9b6-4aac-a11b-07064f2f046e,0b217c68-fa8a-4f5b-95d5-384e8eaf84ad,363.85,2023-09-05,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
0e56d5d4-0b0b-4052-a303-3296abcf90a4,a6b82c89-3bf1-4940-a96d-c9ce4d81d470,143.19,2023-03-19,Shell,"['Travel', 'Gas Stations']",Shell purchase,5541
b6980a9c-134f-4109-a568-35e8f48bb695,83046015-6383-4828-a356-7b230533adc5,407.0,2023-10-16,Walmart,"['Shops', 'Supermarkets']",Walmart purchase,5411
12997147-f814-48e1-aa81-09f407a48627,df505d3f-7f2d-47a2-887a-ff497b378af4,99.76,2023-09-05,CVS Pharmacy,"['Health', 'Pharmacy']",CVS Pharmacy purchase,5912
